ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes,Brands,Meta: _eael_post_view_count,Meta: _wp_page_template,Meta: anarkali_loop_product_slider_speed,Meta: anarkali_showcase_type,Meta: anarkali_showcase_bg_type,Meta: anarkali_showcase_custom_bgcolor,Meta: anarkali_showcase_custom_textcolor,Meta: anarkali_badge_color,Meta: anarkali_product_extra_fatures,Meta: anarkali_custom_badge,Meta: anarkali_product_size_guide,Meta: anarkali_countdown_date,Meta: anarkali_countdown_text,Meta: anarkali_product_video_type,Meta: anarkali_product_video_source_type,Meta: anarkali_product_popup_video,Meta: anarkali_product_iframe_video,Meta: anarkali_product_video_preview,Meta: anarkali_product_video_on_shop,Meta: anarkali_tabs_title,Meta: anarkali_tabs_content,Meta: anarkali_product_header_type,Meta: anarkali_product_header_bgcolor,Meta: anarkali_product_header_menuitem_color,Meta: anarkali_product_header_menuitem_hvrcolor,Meta: anarkali_product_header_svgicon_color,Meta: anarkali_product_header_counter_bgcolor,Meta: anarkali_product_header_counter_color,Meta: anarkali_product_sticky_header_bgcolor,Meta: anarkali_product_sticky_header_menuitem_color,Meta: anarkali_product_sticky_header_menuitem_hvrcolor,Meta: anarkali_product_sticky_header_svgicon_color,Meta: anarkali_product_sticky_header_counter_bgcolor,Meta: anarkali_product_sticky_header_counter_color,Meta: _product_360_image_gallery
,simple,GG-19 A-M,,"Light Green Banarasi Silk Saree with Golden Zari | Wedding, Festive & Traditional Wear | Elegant Designer Saree",1,0,visible,"Enhance your elegance with this light green Banarasi silk saree featuring intricate golden zari motifs, rich pallu, and detailed borders. Ideal for weddings, festive occasions, and grand celebrations, paired with a matching blouse.","Step into timeless elegance with this Graceful Light Green Banarasi Silk Saree. Crafted from premium silk, the saree is adorned with all-over intricate golden zari weaving, creating patterns that showcase traditional artistry and sophistication.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/1722/3AIQtP.jpg, https://imagizer.imageshack.com/img922/9057/6vXGcD.jpg, https://imagizer.imageshack.com/img923/7358/jWmV9K.jpg, https://imagizer.imageshack.com/img922/5171/0i4P8k.jpg, https://imagizer.imageshack.com/img924/6822/nvguWO.jpg, https://imagizer.imageshack.com/img924/5263/1xXtZo.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-23 A-M,,"Mint Green Banarasi Silk Saree with Golden Zari & Peacock Design | Wedding, Festive & Traditional Wear | Designer Saree",1,0,visible,"Drape elegance with this mint green Banarasi silk saree, featuring golden zari motifs, peacock patterns, and richly woven pallu. Perfect for weddings, festivals, parties, and traditional celebrations, with matching blouse piece included.","Step into timeless sophistication with this Elegant Mint Green Banarasi Silk Saree with Golden Zari Weaving. The luxurious Banarasi silk fabric is adorned with intricate golden zari motifs, creating a regal look that combines tradition with style.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/5104/n6dkdX.jpg, https://imagizer.imageshack.com/img923/2564/ifeCfE.jpg, https://imagizer.imageshack.com/img923/2217/lcMHrD.jpg, https://imagizer.imageshack.com/img923/5962/dQXtwi.jpg, https://imagizer.imageshack.com/img923/6542/9PEgyT.jpg, https://imagizer.imageshack.com/img922/1428/Rc2bbK.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-24 A-M,,"Lime Green Banarasi Silk Saree with Golden Zari & Peacock Motifs | Wedding, Festive & Traditional Wear | Designer Saree",1,0,visible,"Radiate elegance with this lime green Banarasi silk saree, adorned with golden zari peacock and paisley motifs, rich floral pallu, and ornate borders. Ideal for weddings, festivals, parties, and traditional occasions, with matching blouse piece included.","Add a touch of festive charm to your ethnic wardrobe with this Lime Green Banarasi Silk Saree with Intricate Zari Peacock Motifs. The saree features premium Banarasi silk fabric intricately woven with golden zari work, highlighting elegant peacock and paisley motifs throughout the body.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/305/9elxaz.jpg, https://imagizer.imageshack.com/img922/6404/h88mNz.jpg, https://imagizer.imageshack.com/img923/5632/s0ausZ.jpg, https://imagizer.imageshack.com/img923/2818/RK8BrQ.jpg, https://imagizer.imageshack.com/img922/9624/CXNNas.jpg, https://imagizer.imageshack.com/img922/3417/JrAcZ0.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-25 A-M,,"Mauve Purple Banarasi Silk Saree with Golden Zari & Peacock Motifs | Wedding, Festive & Traditional Designer Saree",1,0,visible,"Exude regal charm with this mauve purple Banarasi silk saree, featuring golden zari peacock motifs, leaf butis, and intricately woven pallu. Perfect for weddings, festive events, parties, and traditional celebrations, with matching blouse included.","Elevate your ethnic wardrobe with this Mauve Purple Banarasi Silk Saree with Gold Zari Peacock Work. Crafted from premium Banarasi silk, the saree is adorned with intricate golden zari weaving, showcasing majestic peacock motifs and delicate leaf butis across the body for a sophisticated look.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/6354/OcNCQ1.jpg, https://imagizer.imageshack.com/img924/8716/pVU8x5.jpg, https://imagizer.imageshack.com/img923/5995/Aw6WHM.jpg, https://imagizer.imageshack.com/im",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-26 A-M,,"Lavender Banarasi Silk Saree with Golden Zari & Peacock Motifs | Wedding, Festive & Traditional Designer Saree",1,0,visible,"Elevate your ethnic look with this lavender Banarasi silk saree, featuring golden zari peacock motifs, delicate leaf butis, and a richly woven pallu. Perfect for weddings, festive events, parties, and traditional celebrations, with matching blouse included.","Step into elegance with this Lavender Banarasi Silk Saree with Golden Zari Weaving. Crafted from premium Banarasi art silk, the saree is adorned with intricate golden zari motifs, including traditional peacocks and delicate leaf butis across the body.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/7072/e1bRmK.jpg, https://imagizer.imageshack.com/img923/695/VBmk2L.jpg, https://imagizer.imageshack.com/img922/5935/jO9QxC.jpg, https://imagizer.imageshack.com/img922/3183/igzgRE.jpg, https://",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-27 A-M,,"Rose Pink Banarasi Silk Saree with Silver Zari | Floral & Paisley Motifs | Wedding, Festive & Traditional Wear",1,0,visible,"Elevate your ethnic look with this rose pink Banarasi silk saree, featuring intricate silver zari floral and paisley motifs, ornate pallu, and detailed border. Perfect for weddings, festive occasions, and traditional ceremonies, with matching blouse piece included.","Step into elegance with this Rose Pink Banarasi Silk Saree with Intricate Silver Zari Weave. Crafted from premium Banarasi silk, the saree showcases shimmering silver zari motifs in floral and paisley designs across the body, reflecting traditional craftsmanship and opulence.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/3366/DvN4Kn.jpg, https://imagizer.imageshack.com/img924/9639/CixQog.jpg, https://imagizer.imageshack.com/img922/589/WQbNJf.jpg, https://imagizer.imageshack.com/img924/6194/qS81c3.jpg, https://imagizer.imageshack.com/img924/6254/9wQFlE.jpg, https://imagizer.imageshack.com/img924/7130/dv2EB3.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-28 A-M,,"Lavender Banarasi Silk Saree with Silver Zari | Floral & Paisley Motifs | Wedding, Festive & Traditional Wear",1,0,visible,"Drape elegance with this lavender Banarasi silk saree, featuring intricate silver zari floral and paisley motifs, richly woven pallu, and ornate border. Perfect for weddings, receptions, festive occasions, and cultural ceremonies, with matching blouse piece included.","Step into timeless sophistication with this Lavender Banarasi Silk Saree with Silver Zari Weaving. Crafted from premium Banarasi silk, the saree features meticulously woven silver zari motifs in classic floral and paisley designs, radiating regal charm.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/5731/3sWurH.jpg, https://imagizer.imageshack.com/img922/893/KzKIZd.jpg, https://imagizer.imageshack.com/img923/1568/U132yB.jpg, https://imagizer.imageshack.com/img922/1973/FE3gu4.jpg, https://imagizer.imageshack.com/img923/4627/u9Kzku.jpg, https://imagizer.imageshack.com/img922/6575/o7rTHR.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-29 A-M,,"Mint Green Banarasi Silk Saree with Golden Zari | Floral & Ornate Pallu | Wedding, Festive & Traditional Wear",1,0,visible,"Elevate your ethnic wardrobe with this mint green Banarasi silk saree, featuring intricate golden zari floral and vine motifs, ornate pallu, and detailed border. Perfect for weddings, festive celebrations, receptions, and cultural events, with matching unstitched blouse included.","Step into regal elegance with this Mint Green Banarasi Silk Saree with Golden Zari Weaving. Crafted from premium Banarasi silk, the saree is adorned with intricate golden zari motifs, including traditional floral and vine patterns that reflect the grandeur of Indian heritage craftsmanship.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/2390/78xlqo.jpg, https://imagizer.imageshack.com/img923/7125/h99aO7.jpg, https://imagizer.imageshack.com/img924/8601/GTlMPK.jpg, https://imagizer.imageshack.com/img922/4023/xGPBau.jpg, https://imagizer.imageshack.com/img923/2708/VXHyrG.jpg, https://imagizer.imageshack.com/img923/3595/ydZXzd.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-30 A-M,,"Teal Banarasi Silk Saree with Golden Zari | Floral & Peacock Motifs | Wedding, Festive & Traditional Wear",1,0,visible,"Drape yourself in elegance with this teal Banarasi silk saree, featuring golden zari floral and peacock motifs, ornate pallu, and broad border. Perfect for weddings, festive events, and traditional celebrations, with matching unstitched blouse included.","Step into timeless elegance with this Teal Banarasi Silk Saree with Golden Zari Weaving. Crafted from premium Banarasi silk, the saree features intricate golden zari motifs, combining floral and peacock-inspired designs across the body to reflect the richness of Indian textile heritage.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/2127/wmAdzr.jpg, https://imagizer.imageshack.com/i",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-31 A- M,,"Rani Pink Banarasi Silk Saree with Golden Zari | Teardrop & Floral Butta Motifs | Wedding, Festive & Traditional Wear",1,0,visible,"Exude regal charm with this rani pink Banarasi silk saree, featuring golden zari teardrop and floral butta motifs, ornate pallu, and broad decorative border. Perfect for weddings, festivals, receptions, and traditional celebrations, with matching unstitched blouse included.","Step into elegance with this Rani Pink Banarasi Silk Saree with Golden Zari Weaving. Crafted from premium Banarasi silk, the saree is adorned with classic golden zari motifs, including intricate teardrop and floral buttas that reflect traditional Indian craftsmanship.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/3950/R3KSIO.jpg, https://imagizer.imageshack.com/img923/3025/Xg5cat.jpg, https://imagizer.imageshack.com/img922/2374/Mu0m4X.jpg, https://imagizer.ima",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-32 A-M,,"Royal Purple Banarasi Silk Saree with Golden Zari Butta | Floral & Teardrop Motifs | Wedding, Festive & Traditional Wear",1,0,visible,"Drape elegance with this royal purple Banarasi silk saree, adorned with golden zari teardrop and floral motifs, ornate pallu, and decorative borders. Perfect for weddings, festivals, receptions, and traditional ceremonies, with matching unstitched blouse included.","Step into regal sophistication with this Royal Purple Banarasi Silk Saree with Golden Zari Butta Weaving. Crafted from premium Banarasi silk, the saree features elegant golden zari teardrop motifs enclosed in floral patterns, showcasing the timeless artistry of traditional weaving.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/9176/1j0KSR.jpg, https://imagizer.imageshack.com/img923/2252/O0vrmG.jpg, https://imagizer.imageshack.com/img923/6074/8v2oPz.jpg, https://imagizer.imageshack.com/img924/8913/Ec9ktK.jpg, https",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-33 A-M,,"Emerald Green Banarasi Silk Saree with Golden Zari Butti | Ornate Pallu & Border | Wedding, Festive & Traditional Wear",1,0,visible,"Drape elegance in this emerald green Banarasi silk saree, featuring golden zari butti motifs, wide ornate border, and rich heritage pallu. Perfect for weddings, puja events, festivals, and receptions, with matching unstitched blouse included.","Step into timeless elegance with this Emerald Green Banarasi Silk Saree with Golden Zari Butti and Rich Pallu. Crafted from luxurious Banarasi silk, the saree features all-over golden zari butti motifs in teardrop and floral patterns, enclosed with delicate vine detailing, reflecting the finesse of traditional weaving.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/2954/Zh46Cz.jpg, https://imagizer.imageshack.com/img924/1381/zpvUff.jpg, https://imagizer.imageshack.com/img924/9656/IJiTsV.jpg, https://imagizer.imageshack.com/img924/3389/Y2xA5D.jpg, https://imagizer.imageshack.com/img923/6615/TRkUyB.jpg, https://imagizer.imageshack.com/img923/7328/3mw6p4.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-34 A-M,,"Sky Blue Banarasi Silk Saree with Silver Zari Butti | Ornate Pallu & Border | Wedding, Festive & Traditional Wear",1,0,visible,"Elevate your ethnic wardrobe with this sky blue Banarasi silk saree, featuring silver zari butti motifs, ornate pallu, and detailed border. Perfect for festivals, engagements, parties, and cultural events, with matching unstitched blouse included.","Refresh your festive collection with this Sky Blue Banarasi Silk Saree with Silver Zari Butti and Ornate Pallu. Crafted from premium Banarasi silk, the saree showcases delicate silver zari butti motifs spread elegantly across the body, complemented by a finely detailed border.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/4723/5KDmZ8.jpg, https://imagizer.imageshack.com/img924/527/WhnNzu.jpg, https://imagizer.imageshack.com/img924",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-35 A-M,,"Pastel Teal Banarasi Silk Saree with Gold Zari Butti | Ornate Pallu & Border | Wedding, Festive & Traditional Wear",1,0,visible,"Add grace to your ethnic collection with this pastel teal Banarasi silk saree, adorned with gold zari butti motifs, ornate pallu, and detailed border. Perfect for weddings, festivals, parties, and traditional events, with matching unstitched blouse included.","Elevate your traditional wardrobe with this Pastel Teal Banarasi Silk Saree with Gold Zari Butti and Ornate Pallu. Made from premium Banarasi silk, the saree features classic gold zari butti motifs artfully spread across the body, reflecting timeless craftsmanship.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/9831/NGLpa7.jpg, https://imagizer.imageshack.com/img922/4525/DyfIpS.jpg, https://imagizer.imageshack.com/img924/5934/CmCh0T.jpg, https://imagizer.imageshack.com/img922",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-36 A-M,,"Pista Green Banarasi Silk Saree with Silver Zari Butti | Ornate Pallu & Border | Wedding, Festive & Traditional Wear",1,0,visible,"Enhance your ethnic wardrobe with this pista green Banarasi silk saree, featuring silver zari butti motifs, ornate pallu, and detailed border. Perfect for festivals, ceremonies, parties, and traditional events, with matching unstitched blouse included.","Bring elegance and sophistication to your festive collection with this Pista Green Banarasi Silk Saree with Silver Zari Butti and Ornate Pallu. Made from premium Banarasi silk, the saree is adorned with all-over silver zari butti motifs, reflecting traditional craftsmanship.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/9854/C0aJs5.jpg, https://imagizer.imageshack.com/img923/8152/XiQUC8.jpg, https://imagiz",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-37 A-M,,"Lavender Banarasi Silk Saree with Gold Zari Butti | Majestic Pallu & Ornate Border | Wedding, Festival & Traditional Wear",1,0,visible,"Add regal charm with this lavender Banarasi silk saree, featuring gold zari butti motifs, ornate border, and majestic pallu. Ideal for weddings, festivals, engagements, and cultural events, with matching unstitched blouse included.","Step into timeless elegance with this Lavender Banarasi Silk Saree with Gold Zari Butti and Majestic Pallu. Crafted from premium Banarasi silk, this saree features delicate gold zari floral butti motifs across the body, paired with a rich zari border that enhances its traditional allure.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img924/2221/FyJUdw.jpg, https://imagizer.imageshack.com/img924/6194/gs0OYn.jpg, https://imagizer.imageshack.com/img922/6074/d0nMbY.jpg, https://imagizer.imageshack.com/img923/6970/DYVMOc.jpg, https://imagizer.imageshack.com/img924/86/CbhNXA.jpg, https://imagizer.imageshack.com/img923/6739/PEFJHf.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-38 A-M,,"Dusty Rose Banarasi Silk Saree with Gold Zari Butti | Regal Pallu & Ornate Border | Wedding, Festival & Traditional Wear",1,0,visible,"Elevate your ethnic wardrobe with this dusty rose Banarasi silk saree, featuring gold zari butti motifs, ornate border, and regal pallu. Perfect for weddings, festivals, engagements, and cultural events, with matching unstitched blouse included.","Exude sophistication and grace with this Dusty Rose Banarasi Silk Saree with Gold Zari Butti and Regal Pallu. Made from premium Banarasi silk, the saree features intricate gold zari butti motifs across the body, paired with a rich zari border for a traditional touch.",,,taxable,,1,100,,0,0,,,,,1,,1350,2499,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/8751/8jHXvc.jpg, https://imagizer.imageshack.com/img922/1916/Ssg8FO.jp",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-39 A-M,,Sea Green & Navy Blue Banarasi Silk Saree with Gold Zari Embellishment | Floral Buta Motifs | Wedding & Festive Wear,1,0,visible,"Add a regal touch to your ethnic wardrobe with this sea green Banarasi silk saree featuring gold zari floral buta motifs, navy blue border, and intricately woven pallu. Ideal for weddings, festive events, and traditional celebrations, complete with matching blouse piece.","Exude elegance and tradition with this Sea Green & Navy Blue Banarasi Silk Saree with Zari Embellishment. Crafted from premium Banarasi silk, the saree is adorned with delicate floral buta motifs in multicolor threads across the body, adding a vibrant yet sophisticated appeal.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img922/5673/tMOHgH.jpg, https://imagizer.imageshack.com/img922/9510/D338FW.jpg, https://imagizer.imageshack.com/img923/9038/hfLLJk.jpg, https://imag",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-40 A-M,,Mauve & Midnight Blue Banarasi Silk Saree with Copper Zari Lotus Motifs | Festive & Wedding Wear | Elegant Traditional Saree,1,0,visible,"Enhance your ethnic wardrobe with this mauve Banarasi silk saree featuring navy-blue lotus motifs, copper zari border, and grand woven pallu. Perfect for weddings, festivals, and traditional occasions, complete with matching blouse piece.","Exude grace and sophistication with this Mauve & Midnight Blue Banarasi Silk Saree with Lotus Motifs. Crafted from premium Banarasi silk, the saree is beautifully embellished with navy-blue lotus butti motifs, adding a touch of floral elegance.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/1403/kQKpiK.jpg, https://imagizer.imageshack.com/img922/6504/syvimy.jpg, https://imagizer.imageshack.com/img923/1875/ujZgU",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-41 A-M,,"Beige & Plum Banarasi Silk Saree with Zari Weaving | Elegant Traditional Saree for Weddings, Festivals & Ethnic Occasions",1,0,visible,"Add timeless elegance to your wardrobe with this beige Banarasi silk saree featuring plum zari floral motifs, rich border, and ornate pallu. Perfect for weddings, festivals, and traditional events, includes a matching unstitched blouse piece.","Step into sophistication with this Beige & Plum Zari Woven Banarasi Silk Saree, a perfect blend of traditional artistry and modern elegance. The soft beige silk body is adorned with delicate plum zari floral motifs, creating a subtle yet regal look.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/3625/dsb6EA.jpg, https://imagizer.imageshack.com/img923/7159/p92CID.jpg, https://imagizer.imageshack.com/img923/5827/2iAMec.jpg, https://imagizer.imageshack.com/img923/7482/LXmFCU.jpg, https://imagizer.imageshack.com/img922/2010/foYOcb.jpg, https://imagizer.imageshack.com/img923/3662/L8xCcL.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,GG-42 A-M,,"Mustard Yellow & Green Banarasi Silk Saree with Zari Weaving | Elegant Traditional Saree for Weddings, Festivals & Ethnic Occasions",1,0,visible,"Shine in this mustard yellow Banarasi silk saree with deep green zari motifs, rich border, and ornate pallu. Perfect for weddings, festivals, and traditional events, comes with a matching unstitched blouse piece.","Make a statement with this Mustard Yellow & Green Zari Woven Banarasi Silk Saree, a harmonious blend of tradition and elegance. The vibrant mustard silk body is adorned with intricate floral and paisley zari motifs, creating a regal and festive look.",,,taxable,,1,100,,0,0,,,,,1,,1100,2199,Gopi Silk Saree,,,"https://imagizer.imageshack.com/img923/7107/G5gPb1.jpg, https://imagizer.imageshack.com/img922/6021/q5evgF.jpg, https://imagizer.imageshack.com/img924/3715/LkmAan.jpg, https://imagizer.imageshack.com/img923/7039/XigUaP.jpg, https://imagizer.imageshack.com/img922/2922/TpcMyo.jpg, https://imagizer.imageshack.com/img923/4041/XLmRZG.jpg",,,,,,,,,0,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
